Date,Teavana
2010-10-01,0
2010-10-02,0
2010-10-03,0
2010-10-04,0
2010-10-05,0
2010-10-06,0
2010-10-07,0
2010-10-08,0
2010-10-09,0
2010-10-10,0
2010-10-11,0
2010-10-12,0
2010-10-13,0
2010-10-14,0
2010-10-15,0
2010-10-16,0
2010-10-17,0
2010-10-18,0
2010-10-19,0
2010-10-20,0
2010-10-21,0
2010-10-22,0
2010-10-23,0
2010-10-24,0
2010-10-25,0
2010-10-26,0
2010-10-27,0
2010-10-28,0
2010-10-29,0
2010-10-30,0
2010-10-31,0
2010-11-01,0
2010-11-02,0
2010-11-03,0
2010-11-04,0
2010-11-05,0
2010-11-06,0
2010-11-07,0
2010-11-08,0
2010-11-09,0
2010-11-10,0
2010-11-11,0
2010-11-12,0
2010-11-13,0
2010-11-14,0
2010-11-15,0
2010-11-16,0
2010-11-17,0
2010-11-18,0
2010-11-19,0
2010-11-20,0
2010-11-21,0
2010-11-22,0
2010-11-23,0
2010-11-24,0
2010-11-25,0
2010-11-26,0
2010-11-27,0
2010-11-28,0
2010-11-29,0
2010-11-30,0
2010-12-01,0
2010-12-02,2
2010-12-03,4
2010-12-04,6
2010-12-05,8
2010-12-06,10
2010-12-07,12
2010-12-08,14
2010-12-09,16
2010-12-10,18
2010-12-11,20
2010-12-12,22
2010-12-13,24
2010-12-14,26
2010-12-15,28
2010-12-16,30
2010-12-17,32
2010-12-18,34
2010-12-19,36
2010-12-20,38
2010-12-21,40
2010-12-22,42
2010-12-23,44
2010-12-24,46
2010-12-25,48
2010-12-26,50
2010-12-27,52
2010-12-28,54
2010-12-29,56
2010-12-30,58
2010-12-31,60
2011-01-01,62
2011-01-02,60
2011-01-03,58
2011-01-04,56
2011-01-05,54
2011-01-06,52
2011-01-07,50
2011-01-08,48
2011-01-09,46
2011-01-10,44
2011-01-11,42
2011-01-12,40
2011-01-13,38
2011-01-14,36
2011-01-15,34
2011-01-16,32
2011-01-17,30
2011-01-18,28
2011-01-19,26
2011-01-20,24
2011-01-21,22
2011-01-22,20
2011-01-23,18
2011-01-24,16
2011-01-25,14
2011-01-26,12
2011-01-27,10
2011-01-28,8
2011-01-29,6
2011-01-30,4
2011-01-31,2
2011-02-01,0
2011-02-02,0
2011-02-03,0
2011-02-04,0
2011-02-05,0
2011-02-06,0
2011-02-07,0
2011-02-08,0
2011-02-09,0
2011-02-10,0
2011-02-11,0
2011-02-12,0
2011-02-13,0
2011-02-14,0
2011-02-15,0
2011-02-16,0
2011-02-17,0
2011-02-18,0
2011-02-19,0
2011-02-20,0
2011-02-21,0
2011-02-22,0
2011-02-23,0
2011-02-24,0
2011-02-25,0
2011-02-26,0
2011-02-27,0
2011-02-28,0
2011-03-01,0
2011-03-02,0
2011-03-03,0
2011-03-04,0
2011-03-05,0
2011-03-06,0
2011-03-07,0
2011-03-08,0
2011-03-09,0
2011-03-10,0
2011-03-11,0
2011-03-12,0
2011-03-13,0
2011-03-14,0
2011-03-15,0
2011-03-16,0
2011-03-17,0
