Date,Morgan Stanley
2010-01-01,55
2010-01-02,57
2010-01-03,57
2010-01-04,57
2010-01-05,58
2010-01-06,58
2010-01-07,58
2010-01-08,58
2010-01-09,59
2010-01-10,61
2010-01-11,63
2010-01-12,65
2010-01-13,67
2010-01-14,72
2010-01-15,71
2010-01-16,74
2010-01-17,74
2010-01-18,74
2010-01-19,74
2010-01-20,74
2010-01-21,74
2010-01-22,79
2010-01-23,74
2010-01-24,72
2010-01-25,71
2010-01-26,70
2010-01-27,68
2010-01-28,68
2010-01-29,66
2010-01-30,65
2010-01-31,67
2010-02-01,69
2010-02-02,71
2010-02-03,77
2010-02-04,75
2010-02-05,77
2010-02-06,83
2010-02-07,78
2010-02-08,77
2010-02-09,76
2010-02-10,75
2010-02-11,74
2010-02-12,75
2010-02-13,74
2010-02-14,73
2010-02-15,74
2010-02-16,75
2010-02-17,75
2010-02-18,76
2010-02-19,77
2010-02-20,78
2010-02-21,75
2010-02-22,73
2010-02-23,71
2010-02-24,72
2010-02-25,67
2010-02-26,65
2010-02-27,63
2010-02-28,64
2010-03-01,66
2010-03-02,67
2010-03-03,69
2010-03-04,75
2010-03-05,72
2010-03-06,74
2010-03-07,73
2010-03-08,73
2010-03-09,78
2010-03-10,72
2010-03-11,71
2010-03-12,76
2010-03-13,71
2010-03-14,73
2010-03-15,75
2010-03-16,77
2010-03-17,84
2010-03-18,82
2010-03-19,84
2010-03-20,91
2010-03-21,85
2010-03-22,83
2010-03-23,81
2010-03-24,79
2010-03-25,77
2010-03-26,77
2010-03-27,76
2010-03-28,73
2010-03-29,72
2010-03-30,74
2010-03-31,71
2010-04-01,71
2010-04-02,70
2010-04-03,70
2010-04-04,70
2010-04-05,71
2010-04-06,72
2010-04-07,73
2010-04-08,74
2010-04-09,79
2010-04-10,77
2010-04-11,78
2010-04-12,81
2010-04-13,83
2010-04-14,86
2010-04-15,95
2010-04-16,92
2010-04-17,100
2010-04-18,92
2010-04-19,91
2010-04-20,90
2010-04-21,89
2010-04-22,92
2010-04-23,87
2010-04-24,86
2010-04-25,80
2010-04-26,75
2010-04-27,70
2010-04-28,67
2010-04-29,60
2010-04-30,55
2010-05-01,50
2010-05-02,50
2010-05-03,51
2010-05-04,53
2010-05-05,52
2010-05-06,53
2010-05-07,54
2010-05-08,55
2010-05-09,59
2010-05-10,63
2010-05-11,67
2010-05-12,76
2010-05-13,76
2010-05-14,80
2010-05-15,86
2010-05-16,81
2010-05-17,78
2010-05-18,74
2010-05-19,71
2010-05-20,67
2010-05-21,64
2010-05-22,61
2010-05-23,62
2010-05-24,63
2010-05-25,69
2010-05-26,65
2010-05-27,66
2010-05-28,67
2010-05-29,68
2010-05-30,68
2010-05-31,68
2010-06-01,68
2010-06-02,68
2010-06-03,70
2010-06-04,68
2010-06-05,69
2010-06-06,68
2010-06-07,67
2010-06-08,66
2010-06-09,65
2010-06-10,64
2010-06-11,63
2010-06-12,62
2010-06-13,61
2010-06-14,60
2010-06-15,59
2010-06-16,59
2010-06-17,58
2010-06-18,57
2010-06-19,57
2010-06-20,55
2010-06-21,54
2010-06-22,53
2010-06-23,51
2010-06-24,50
2010-06-25,49
2010-06-26,48
2010-06-27,49
2010-06-28,51
2010-06-29,53
2010-06-30,55
2010-07-01,57
2010-07-02,59
2010-07-03,61
2010-07-04,61
2010-07-05,62
2010-07-06,63
2010-07-07,65
2010-07-08,66
2010-07-09,65
2010-07-10,66
2010-07-11,65
2010-07-12,64
2010-07-13,63
2010-07-14,62
2010-07-15,61
2010-07-16,64
2010-07-17,61
2010-07-18,62
2010-07-19,65
2010-07-20,67
2010-07-21,75
2010-07-22,72
2010-07-23,77
2010-07-24,80
2010-07-25,78
2010-07-26,79
2010-07-27,80
2010-07-28,84
2010-07-29,81
2010-07-30,84
2010-07-31,83
2010-08-01,81
2010-08-02,79
2010-08-03,77
2010-08-04,76
2010-08-05,74
2010-08-06,78
2010-08-07,71
2010-08-08,72
2010-08-09,73
2010-08-10,78
2010-08-11,76
2010-08-12,77
2010-08-13,78
2010-08-14,84
2010-08-15,78
2010-08-16,77
2010-08-17,76
2010-08-18,83
2010-08-19,74
2010-08-20,79
2010-08-21,72
2010-08-22,71
2010-08-23,70
2010-08-24,70
2010-08-25,69
2010-08-26,69
2010-08-27,72
2010-08-28,71
2010-08-29,67
2010-08-30,67
2010-08-31,66
2010-09-01,66
2010-09-02,65
2010-09-03,67
2010-09-04,65
2010-09-05,67
2010-09-06,72
2010-09-07,73
2010-09-08,81
2010-09-09,83
2010-09-10,82
2010-09-11,85
