Date,Credit Suisse
2013-02-09,71
2013-02-10,71
2013-02-11,71
2013-02-12,73
2013-02-13,71
2013-02-14,73
2013-02-15,71
2013-02-16,75
2013-02-17,70
2013-02-18,70
2013-02-19,70
2013-02-20,69
2013-02-21,69
2013-02-22,75
2013-02-23,69
2013-02-24,71
2013-02-25,73
2013-02-26,75
2013-02-27,79
2013-02-28,80
2013-03-01,82
2013-03-02,85
2013-03-03,82
2013-03-04,80
2013-03-05,77
2013-03-06,76
2013-03-07,77
2013-03-08,70
2013-03-09,68
2013-03-10,68
2013-03-11,68
2013-03-12,75
2013-03-13,69
2013-03-14,72
2013-03-15,69
2013-03-16,70
2013-03-17,69
2013-03-18,68
2013-03-19,69
2013-03-20,67
2013-03-21,69
2013-03-22,66
2013-03-23,69
2013-03-24,64
2013-03-25,63
2013-03-26,62
2013-03-27,61
2013-03-28,59
2013-03-29,58
2013-03-30,57
2013-03-31,58
2013-05-01,66
2013-05-02,64
2013-05-03,63
2013-05-04,60
2013-05-05,62
2013-05-06,64
2013-05-07,67
2013-05-08,69
2013-05-09,72
2013-05-10,76
2013-05-11,77
2013-05-12,77
2013-05-13,77
2013-05-14,78
2013-05-15,86
2013-05-16,79
2013-05-17,79
2013-05-18,80
2013-05-19,77
2013-05-20,75
2013-05-21,73
2013-05-22,71
2013-05-23,71
2013-05-24,70
2013-05-25,65
2013-05-26,62
2013-05-27,60
2013-05-28,57
2013-05-29,55
2013-05-30,52
2013-05-31,51
2013-06-01,48
2013-06-02,49
2013-06-03,50
2013-06-04,51
2013-06-05,53
2013-06-06,54
2013-06-07,55
2013-06-08,60
2013-06-09,58
2013-06-10,60
2013-06-11,62
2013-06-12,63
2013-06-13,64
2013-06-14,67
2013-06-15,68
2013-06-16,65
2013-06-17,62
2013-06-18,60
2013-06-19,61
2013-06-20,55
2013-06-21,52
2013-06-22,50
2013-06-23,52
2013-06-24,54
2013-06-25,56
2013-06-26,58
2013-06-27,60
2013-06-28,62
2013-06-29,68
2013-06-30,63
2013-07-01,63
2013-07-02,63
2013-07-03,62
2013-07-04,62
2013-07-05,62
2013-07-06,62
2013-07-07,60
2013-07-08,58
2013-07-09,57
2013-07-10,55
2013-07-11,54
2013-07-12,54
2013-07-13,52
2013-07-14,52
2013-07-15,53
2013-07-16,55
2013-07-17,59
2013-07-18,61
2013-07-19,59
2013-07-20,61
2013-07-21,62
2013-07-22,64
2013-07-23,66
2013-07-24,69
2013-07-25,70
2013-07-26,75
2013-07-27,74
2013-07-28,70
2013-07-29,66
2013-07-30,62
2013-07-31,58
2013-08-01,54
2013-08-02,50
2013-08-03,46
2013-08-04,48
2013-08-05,50
2013-08-06,56
2013-08-07,55
2013-08-08,59
2013-08-09,60
2013-08-10,63
2013-08-11,61
2013-08-12,60
2013-08-13,58
2013-08-14,57
2013-08-15,55
2013-08-16,54
2013-08-17,53
2013-08-18,53
2013-08-19,54
2013-08-20,55
2013-08-21,55
2013-08-22,55
2013-08-23,57
2013-08-24,57
2013-08-25,56
2013-08-26,56
2013-08-27,60
2013-08-28,55
2013-08-29,56
2013-08-30,56
2013-08-31,55
