Date,Merrill Lynch
2009-04-01,86
2009-04-02,86
2009-04-03,86
2009-04-04,90
2009-04-05,87
2009-04-06,84
2009-04-07,84
2009-04-08,83
2009-04-09,84
2009-04-10,83
2009-04-11,86
2009-04-12,85
2009-04-13,81
2009-04-14,81
2009-04-15,84
2009-04-16,82
2009-04-17,82
2009-04-18,90
2009-04-19,84
2009-04-20,82
2009-04-21,81
2009-04-22,81
2009-04-23,81
2009-04-24,80
2009-04-25,89
2009-04-26,80
2009-04-27,78
2009-04-28,77
2009-04-29,78
2009-04-30,75
2009-05-01,74
2009-05-02,80
2009-05-03,77
2009-05-04,77
2009-05-05,79
2009-05-06,81
2009-05-07,85
2009-05-08,85
2009-05-09,94
2009-05-10,90
2009-05-11,85
2009-05-12,85
2009-05-13,82
2009-05-14,82
2009-05-15,80
2009-05-16,83
2009-05-17,80
2009-05-18,76
2009-05-19,75
2009-05-20,75
2009-05-21,74
2009-05-22,73
2009-05-23,76
2009-05-24,76
2009-05-25,71
2009-05-26,71
2009-05-27,70
2009-05-28,70
2009-05-29,70
2009-05-30,75
2009-05-31,76
2009-06-01,74
2009-06-02,76
2009-06-03,81
2009-06-04,80
2009-06-05,85
2009-06-06,92
2009-06-07,83
2009-06-08,82
2009-06-09,81
2009-06-10,80
2009-06-11,79
2009-06-12,78
2009-06-13,83
2009-06-14,79
2009-06-15,76
2009-06-16,77
2009-06-17,76
2009-06-18,76
2009-06-19,76
2009-06-20,83
2009-06-21,77
2009-06-22,76
2009-06-23,76
2009-06-24,76
2009-06-25,77
2009-06-26,79
2009-06-27,83
2009-06-28,77
2009-06-29,74
2009-06-30,73
2009-07-01,72
2009-07-02,73
2009-07-03,73
2009-07-04,74
2009-07-05,70
2009-07-06,70
2009-07-07,70
2009-07-08,71
2009-07-09,74
2009-07-10,72
2009-07-11,82
2009-07-12,74
2009-07-13,75
2009-07-14,76
2009-07-15,78
2009-07-16,79
2009-07-17,81
2009-07-18,90
2009-07-19,82
2009-07-20,81
2009-07-21,81
2009-07-22,84
2009-07-23,81
2009-07-24,81
2009-07-25,87
2009-07-26,82
2009-07-27,81
2009-07-28,81
2009-07-29,81
2009-07-30,81
2009-07-31,82
2009-08-01,87
2009-08-02,87
2009-08-03,82
2009-08-04,82
2009-08-05,83
2009-08-06,86
2009-08-07,85
2009-08-08,88
2009-08-09,86
2009-08-10,83
2009-08-11,82
2009-08-12,82
2009-08-13,81
2009-08-14,82
2009-08-15,85
2009-08-16,85
2009-08-17,80
2009-08-18,79
2009-08-19,81
2009-08-20,78
2009-08-21,78
2009-08-22,83
2009-08-23,82
2009-08-24,78
2009-08-25,78
2009-08-26,78
2009-08-27,80
2009-08-28,78
2009-08-29,88
2009-08-30,79
2009-08-31,78
2009-09-01,77
2009-09-02,78
2009-09-03,76
2009-09-04,78
2009-09-05,81
2009-09-06,77
2009-09-07,76
2009-09-08,76
2009-09-09,76
2009-09-10,78
2009-09-11,76
2009-09-12,81
2009-09-13,79
2009-09-14,79
2009-09-15,81
2009-09-16,85
2009-09-17,85
2009-09-18,87
2009-09-19,97
2009-09-20,89
2009-09-21,85
2009-09-22,83
2009-09-23,82
2009-09-24,82
2009-09-25,80
2009-09-26,83
2009-09-27,78
2009-09-28,75
2009-09-29,75
2009-09-30,76
2009-10-01,74
2009-10-02,76
2009-10-03,78
2009-10-04,75
2009-10-05,74
2009-10-06,75
2009-10-07,76
2009-10-08,79
2009-10-09,78
2009-10-10,85
2009-10-11,82
2009-10-12,81
2009-10-13,83
2009-10-14,84
2009-10-15,86
2009-10-16,91
2009-10-17,97
2009-10-18,87
2009-10-19,86
2009-10-20,84
2009-10-21,83
2009-10-22,81
2009-10-23,80
2009-10-24,86
2009-10-25,79
2009-10-26,77
2009-10-27,78
2009-10-28,76
2009-10-29,76
2009-10-30,74
2009-10-31,79
2009-11-01,74
2009-11-02,73
2009-11-03,72
2009-11-04,72
2009-11-05,71
2009-11-06,71
2009-11-07,78
2009-11-08,71
2009-11-09,72
2009-11-10,73
2009-11-11,77
2009-11-12,75
2009-11-13,76
2009-11-14,83
2009-11-15,79
2009-11-16,76
2009-11-17,76
2009-11-18,76
2009-11-19,77
2009-11-20,76
2009-11-21,82
2009-11-22,76
2009-11-23,73
2009-11-24,72
2009-11-25,72
2009-11-26,77
2009-11-27,69
2009-11-28,70
2009-11-29,70
2009-11-30,69
2009-12-01,70
2009-12-02,71
2009-12-03,72
2009-12-04,73
2009-12-05,78
2009-12-06,76
2009-12-07,73
2009-12-08,74
2009-12-09,72
2009-12-10,72
2009-12-11,73
2009-12-12,77
2009-12-13,72
2009-12-14,71
2009-12-15,71
2009-12-16,71
2009-12-17,71
2009-12-18,69
2009-12-19,73
2009-12-20,71
2009-12-21,66
2009-12-22,64
2009-12-23,64
2009-12-24,62
2009-12-25,64
2009-12-26,59
2009-12-27,61
2009-12-28,59
2009-12-29,60
