Date,Lehman Brothers
2005-11-01,67
2005-11-02,66
2005-11-03,65
2005-11-04,66
2005-11-05,71
2005-11-06,64
2005-11-07,65
2005-11-08,66
2005-11-09,66
2005-11-10,67
2005-11-11,72
2005-11-12,71
2005-11-13,69
2005-11-14,69
2005-11-15,71
2005-11-16,69
2005-11-17,69
2005-11-18,69
2005-11-19,73
2005-11-20,66
2005-11-21,64
2005-11-22,62
2005-11-23,65
2005-11-24,57
2005-11-25,55
2005-11-26,56
2005-11-27,54
2005-11-28,56
2005-11-29,58
2005-11-30,59
2005-12-01,61
2005-12-02,66
2005-12-03,66
2005-12-04,64
2005-12-05,63
2005-12-06,65
2005-12-07,62
2005-12-08,61
2005-12-09,66
2005-12-10,61
2005-12-11,61
2005-12-12,62
2005-12-13,63
2005-12-14,64
2005-12-15,67
2005-12-16,69
2005-12-17,67
2005-12-18,67
2005-12-19,67
2005-12-20,70
2005-12-21,68
2005-12-22,69
2005-12-23,72
2005-12-24,73
2005-12-25,67
2005-12-26,65
2005-12-27,63
2005-12-28,60
2005-12-29,57
2005-12-30,54
2005-12-31,52
2006-01-01,55
2006-01-02,58
2006-01-03,61
2006-01-04,67
2006-01-05,68
2006-01-06,70
2006-01-07,75
2006-01-08,73
2006-01-09,74
2006-01-10,75
2006-01-11,80
2006-01-12,78
2006-01-13,80
2006-01-14,82
2006-01-15,77
2006-01-16,75
2006-01-17,77
2006-01-18,71
2006-01-19,75
2006-01-20,67
2006-01-21,70
2006-01-22,65
2006-01-23,65
2006-01-24,65
2006-01-25,65
2006-01-26,73
2006-01-27,65
2006-01-28,69
2006-01-29,65
2006-01-30,66
2006-01-31,67
2006-02-01,67
2006-02-02,69
2006-02-03,71
2006-02-04,71
2006-02-05,69
2006-02-06,69
2006-02-07,68
2006-02-08,72
2006-02-09,69
2006-02-10,67
2006-02-11,70
2006-02-12,66
2006-02-13,65
2006-02-14,67
2006-02-15,64
2006-02-16,64
2006-02-17,65
2006-02-18,67
2006-02-19,62
2006-02-20,61
2006-02-21,60
2006-02-22,63
