Date,Goldman Sachs
2007-06-09,12
2007-06-10,12
2007-06-11,13
2007-06-12,13
2007-06-13,14
2007-06-14,14
2007-06-15,15
2007-06-16,16
2007-06-17,15
2007-06-18,14
2007-06-19,13
2007-06-20,13
2007-06-21,12
2007-06-22,11
2007-06-23,11
2007-06-24,11
2007-06-25,12
2007-06-26,12
2007-06-27,13
2007-06-28,13
2007-06-29,14
2007-06-30,15
2007-07-01,15
2007-07-02,15
2007-07-03,15
2007-07-04,15
2007-07-05,15
2007-07-06,15
2007-07-07,15
2007-07-08,14
2007-07-09,13
2007-07-10,12
2007-07-11,12
2007-07-12,11
2007-07-13,10
2007-07-14,10
2007-07-15,10
2007-07-16,11
2007-07-17,12
2007-07-18,12
2007-07-19,13
2007-07-20,14
2007-07-21,15
2007-07-22,14
2007-07-23,14
2007-07-24,13
2007-07-25,13
2007-07-26,12
2007-07-27,12
2007-07-28,12
2007-07-29,12
2007-07-30,12
2007-07-31,12
2007-08-01,12
2007-08-02,12
2007-08-03,12
2007-08-04,12
2007-08-05,13
2007-08-06,14
2007-08-07,15
2007-08-08,17
2007-08-09,18
2007-08-10,19
2007-08-11,21
2007-08-12,21
2007-08-13,21
2007-08-14,21
2007-08-15,21
2007-08-16,21
2007-08-17,21
2007-08-18,21
2007-08-19,20
2007-08-20,18
2007-08-21,17
2007-08-22,15
2007-08-23,14
2007-08-24,13
2007-08-25,12
2007-08-26,12
2007-09-01,15
2007-09-02,14
2007-09-03,13
2007-09-04,12
2007-09-05,12
2007-09-06,11
2007-09-07,10
2007-09-08,10
2007-09-09,10
2007-09-10,10
2007-09-11,10
2007-09-12,10
2007-09-13,10
2007-09-14,10
2007-09-15,10
2007-09-16,12
2007-09-17,14
2007-09-18,16
2007-09-19,18
2007-09-20,20
2007-09-21,25
2007-09-22,24
2007-09-23,23
2007-09-24,22
2007-09-25,23
2007-09-26,20
2007-09-27,19
2007-09-28,18
2007-09-29,19
2007-09-30,17
2007-10-01,16
2007-10-02,15
2007-10-03,15
2007-10-04,14
2007-10-05,13
2007-10-06,13
2007-10-07,13
2007-10-08,13
2007-10-09,13
2007-10-10,14
2007-10-11,13
2007-10-12,13
2007-10-13,13
2007-10-14,13
2007-10-15,13
2007-10-16,13
2007-10-17,14
2007-10-18,14
2007-10-19,15
2007-10-20,15
2007-10-21,15
2007-10-22,15
2007-10-23,15
2007-10-24,16
2007-10-25,16
2007-10-26,17
2007-10-27,17
2007-10-28,17
2007-10-29,17
2007-10-30,17
2007-10-31,17
2007-11-01,17
2007-11-02,19
2007-11-03,18
2007-11-04,18
2007-11-05,18
2007-11-06,19
2007-11-07,18
2007-11-08,20
2007-11-09,18
2007-11-10,19
2007-11-11,18
2007-11-12,18
2007-11-13,18
2007-11-14,18
2007-11-15,19
2007-11-16,18
2007-11-17,19
2007-11-18,17
2007-11-19,17
2007-11-20,17
2007-11-21,18
2007-11-22,17
2007-11-23,17
2007-11-24,17
2007-11-25,17
2007-11-26,17
2007-11-27,17
2007-11-28,17
2007-11-29,18
2007-11-30,17
2007-12-01,18
2007-12-02,18
2007-12-03,19
2007-12-04,20
2007-12-05,22
2007-12-06,21
2007-12-07,23
2007-12-08,23
2007-12-09,22
2007-12-10,22
2007-12-11,22
2007-12-12,21
2007-12-13,20
2007-12-14,20
2007-12-15,21
2007-12-16,20
2007-12-17,20
2007-12-18,20
2007-12-19,20
2007-12-20,21
2007-12-21,20
2007-12-22,20
2007-12-23,19
2007-12-24,19
2007-12-25,19
2007-12-26,19
2007-12-27,19
2007-12-28,19
2007-12-29,19
2007-12-30,18
2007-12-31,17
2008-01-01,16
2008-01-02,16
2008-01-03,14
2008-01-04,13
2008-01-05,12
2008-01-06,12
2008-01-07,13
2008-01-08,14
2008-01-09,15
2008-01-10,16
2008-01-11,17
2008-01-12,18
2008-01-13,18
2008-01-14,19
2008-01-15,20
2008-01-16,20
2008-01-17,20
2008-01-18,22
2008-01-19,22
2008-01-20,22
2008-01-21,22
2008-01-22,22
2008-01-23,25
2008-01-24,22
2008-01-25,22
2008-01-26,22
2008-01-27,21
2008-01-28,20
2008-01-29,19
2008-01-30,18
2008-01-31,17
2008-02-01,16
2008-02-02,15
2008-02-03,15
2008-02-04,15
2008-02-05,15
2008-02-06,15
2008-02-07,15
2008-02-08,15
2008-02-09,16
2008-02-10,16
2008-02-11,16
2008-02-12,16
2008-02-13,17
2008-02-14,17
2008-02-15,19
2008-02-16,18
2008-02-17,17
2008-02-18,16
2008-02-19,15
2008-02-20,15
2008-02-21,14
2008-02-22,13
2008-02-23,13
2008-02-24,13
2008-02-25,14
2008-02-26,15
2008-02-27,16
2008-02-28,17
2008-02-29,17
2008-03-01,18
2008-03-02,17
2008-03-03,17
2008-03-04,18
2008-03-05,17
2008-03-06,17
2008-03-07,17
2008-03-08,17
2008-03-09,17
2008-03-10,17
2008-03-11,17
2008-03-12,17
2008-03-13,17
2008-03-14,18
2008-03-15,18
2008-03-16,19
2008-03-17,21
2008-03-18,23
2008-03-19,28
2008-03-20,27
2008-03-21,28
2008-03-22,30
2008-03-23,28
2008-03-24,26
2008-03-25,24
2008-03-26,22
2008-03-27,22
2008-03-28,18
2008-03-29,17
2008-03-30,16
2008-03-31,15
2008-04-01,15
2008-04-02,14
2008-04-03,14
2008-04-04,14
2008-04-05,13
2008-04-06,12
2008-04-07,12
2008-04-08,12
2008-04-09,12
2008-04-10,12
2008-04-11,12
2008-04-12,12
2008-04-13,12
2008-04-14,12
2008-04-15,12
2008-04-16,13
2008-04-17,13
2008-04-18,13
2008-04-19,14
2008-04-20,13
2008-04-21,13
2008-04-22,13
2008-04-23,13
