Date,Bear Stearns
2006-11-01,0
2006-11-02,0
2006-11-03,0
2006-11-04,0
2006-11-05,0
2006-11-06,0
2006-11-07,0
2006-11-08,0
2006-11-09,0
2006-11-10,0
2006-11-11,0
2006-11-12,0
2006-11-13,0
2006-11-14,0
2006-11-15,0
2006-11-16,0
2006-11-17,0
2006-11-18,0
2006-11-19,0
2006-11-20,0
2006-11-21,0
2006-11-22,0
2006-11-23,0
2006-11-24,0
2006-11-25,0
2006-11-26,0
2006-11-27,0
2006-11-28,0
2006-11-29,0
2006-11-30,0
2006-12-01,0
2006-12-02,0
2006-12-03,0
2006-12-04,0
2006-12-05,0
2006-12-06,0
2006-12-07,0
2006-12-08,0
2006-12-09,0
2006-12-10,0
2006-12-11,0
2006-12-12,0
2006-12-13,0
2006-12-14,0
2006-12-15,0
2006-12-16,0
2006-12-17,0
2006-12-18,0
2006-12-19,0
2006-12-20,0
2006-12-21,0
2006-12-22,0
2006-12-23,0
2006-12-24,0
2006-12-25,0
2006-12-26,0
2006-12-27,0
2006-12-28,0
2006-12-29,0
2006-12-30,0
2006-12-31,0
2007-01-01,0
2007-01-02,0
2007-01-03,0
2007-01-04,0
2007-01-05,0
2007-01-06,0
2007-01-07,0
2007-01-08,0
2007-01-09,0
2007-01-10,0
2007-01-11,0
2007-01-12,0
2007-01-13,0
2007-01-14,0
2007-01-15,0
2007-01-16,0
2007-01-17,0
2007-01-18,0
2007-01-19,0
2007-01-20,0
2007-01-21,0
2007-01-22,0
2007-01-23,0
2007-01-24,0
2007-01-25,0
2007-01-26,0
2007-01-27,0
2007-01-28,0
2007-01-29,0
2007-01-30,0
2007-01-31,0
2007-02-01,0
2007-02-02,0
2007-02-03,1
2007-02-04,1
2007-02-05,1
2007-02-06,1
2007-02-07,1
2007-02-08,1
2007-02-09,1
2007-02-10,1
2007-02-11,1
2007-02-12,1
2007-02-13,1
2007-02-14,1
2007-02-15,1
2007-02-16,1
2007-02-17,1
2007-02-18,1
2007-02-19,1
2007-02-20,1
2007-02-21,1
2007-02-22,1
2007-02-23,1
2007-02-24,1
2007-02-25,1
2007-02-26,1
2007-02-27,1
2007-02-28,1
2007-03-01,1
2007-03-02,1
2007-03-03,1
2007-03-04,1
2007-03-05,1
2007-03-06,1
2007-03-07,1
2007-03-08,1
2007-03-09,1
2007-03-10,1
2007-03-11,1
2007-03-12,1
2007-03-13,1
2007-03-14,1
2007-03-15,1
2007-03-16,1
2007-03-17,2
2007-03-18,1
2007-03-19,1
2007-03-20,1
2007-03-21,1
2007-03-22,1
2007-03-23,1
2007-03-24,1
2007-03-25,0
2007-03-26,0
2007-03-27,0
2007-03-28,0
2007-03-29,0
2007-03-30,0
2007-03-31,0
2007-04-01,0
2007-04-02,0
2007-04-03,0
2007-04-04,0
2007-04-05,0
2007-04-06,0
2007-04-07,0
2007-04-08,0
2007-04-09,0
2007-04-10,0
2007-04-11,0
2007-04-12,0
2007-04-13,0
2007-04-14,0
2007-04-15,0
2007-04-16,0
2007-04-17,0
2007-04-18,0
2007-04-19,0
2007-04-20,0
2007-04-21,0
2007-04-22,0
2007-04-23,0
2007-04-24,0
2007-04-25,0
2007-04-26,0
2007-04-27,0
2007-04-28,0
2007-04-29,0
2007-04-30,0
2007-05-06,0
2007-05-07,0
2007-05-08,0
2007-05-09,0
2007-05-10,0
2007-05-11,0
2007-05-12,1
2007-05-13,1
2007-05-14,1
2007-05-15,1
2007-05-16,1
2007-05-17,1
2007-05-18,1
2007-05-19,1
2007-05-20,1
2007-05-21,1
2007-05-22,1
2007-05-23,1
2007-05-24,1
2007-05-25,1
2007-05-26,1
2007-05-27,1
2007-05-28,1
2007-05-29,1
2007-05-30,1
2007-05-31,1
2007-06-01,1
2007-06-02,1
2007-06-03,1
2007-06-04,1
2007-06-05,1
2007-06-06,1
2007-06-07,1
2007-06-08,1
2007-06-09,1
2007-06-10,1
2007-06-11,1
2007-06-12,1
2007-06-13,2
2007-06-14,2
2007-06-15,2
2007-06-16,3
2007-06-17,3
2007-06-18,3
2007-06-19,3
2007-06-20,4
2007-06-21,4
2007-06-22,4
2007-06-23,5
2007-06-24,5
2007-06-25,5
2007-06-26,5
2007-06-27,6
2007-06-28,6
2007-06-29,6
2007-06-30,7
2007-07-01,6
2007-07-02,5
2007-07-03,5
2007-07-04,4
2007-07-05,4
2007-07-06,3
2007-07-07,3
2007-07-08,2
2007-07-09,2
2007-07-10,2
2007-07-11,2
2007-07-12,2
2007-07-13,2
2007-07-14,2
2007-07-15,2
2007-07-16,3
2007-07-17,3
2007-07-18,4
2007-07-19,4
2007-07-20,5
2007-07-21,6
2007-07-22,5
2007-07-23,5
2007-07-24,4
2007-07-25,4
2007-07-26,3
2007-07-27,3
2007-07-28,3
2007-07-29,3
2007-08-05,5
2007-08-06,6
2007-08-07,7
2007-08-08,8
2007-08-09,8
2007-08-10,9
2007-08-11,10
2007-08-12,9
2007-08-13,8
2007-08-14,7
2007-08-15,6
2007-08-16,5
2007-08-17,4
2007-08-18,4
2007-08-19,3
2007-08-20,3
2007-08-21,3
2007-08-22,3
2007-08-23,3
2007-08-24,3
2007-08-25,3
2007-08-26,3
2007-08-27,3
2007-08-28,3
2007-08-29,3
2007-08-30,3
2007-08-31,3
2007-09-01,3
2007-09-02,2
2007-09-03,2
2007-09-04,2
2007-09-05,2
2007-09-06,2
2007-09-07,2
2007-09-08,2
2007-09-09,2
2007-09-10,2
2007-09-11,2
2007-09-12,2
2007-09-13,2
2007-09-14,2
2007-09-15,2
2007-09-16,2
2007-09-17,2
2007-09-18,2
2007-09-19,3
2007-09-20,3
2007-09-21,3
2007-09-22,4
2007-09-23,3
2007-09-24,3
2007-09-25,3
2007-09-26,3
2007-09-27,3
2007-09-28,3
2007-09-29,3
2007-09-30,3
2007-10-01,3
2007-10-02,3
2007-10-03,3
2007-10-04,3
2007-10-05,3
2007-10-06,3
2007-10-07,2
2007-10-08,2
2007-10-09,2
2007-10-10,2
2007-10-11,2
2007-10-12,2
2007-10-13,2
2007-10-14,2
2007-10-15,2
