Date,FBR Capital Markets
2007-01-01,0
2007-01-02,3
2007-01-03,6
2007-01-04,9
2007-01-05,12
2007-01-06,16
2007-01-07,19
2007-01-08,22
2007-01-09,25
2007-01-10,29
2007-01-11,32
2007-01-12,35
2007-01-13,38
2007-01-14,41
2007-01-15,45
2007-01-16,48
2007-01-17,51
2007-01-18,54
2007-01-19,58
2007-01-20,61
2007-01-21,64
2007-01-22,67
2007-01-23,70
2007-01-24,74
2007-01-25,77
2007-01-26,80
2007-01-27,83
2007-01-28,87
2007-01-29,90
2007-01-30,93
2007-01-31,96
2007-02-01,100
2007-02-02,96
2007-02-03,92
2007-02-04,89
2007-02-05,85
2007-02-06,82
2007-02-07,78
2007-02-08,75
2007-02-09,71
2007-02-10,67
2007-02-11,64
2007-02-12,60
2007-02-13,57
2007-02-14,53
2007-02-15,50
2007-02-16,46
2007-02-17,42
2007-02-18,39
2007-02-19,35
2007-02-20,32
2007-02-21,28
2007-02-22,25
2007-02-23,21
2007-02-24,17
2007-02-25,14
2007-02-26,10
2007-02-27,7
2007-02-28,3
2007-03-01,0
2007-03-02,0
2007-03-03,0
2007-03-04,0
2007-03-05,0
2007-03-06,0
2007-03-07,0
2007-03-08,0
2007-03-09,0
2007-03-10,0
2007-03-11,0
2007-03-12,0
2007-03-13,0
2007-03-14,0
2007-03-15,0
2007-03-16,0
2007-03-17,0
2007-03-18,0
2007-03-19,0
2007-03-20,0
2007-03-21,0
2007-03-22,0
2007-03-23,0
2007-03-24,0
2007-03-25,0
2007-03-26,0
2007-03-27,0
2007-03-28,0
2007-03-29,0
2007-03-30,0
2007-03-31,0
2007-04-01,0
2007-04-02,0
2007-04-03,0
2007-04-04,0
2007-04-05,0
2007-04-06,0
2007-04-07,0
2007-04-08,0
2007-04-09,0
2007-04-10,0
2007-04-11,0
2007-04-12,0
2007-04-13,0
2007-04-14,0
2007-04-15,0
2007-04-16,0
2007-04-17,0
2007-04-18,0
2007-04-19,0
2007-04-20,0
2007-04-21,0
2007-04-22,0
2007-04-23,0
2007-04-24,0
2007-04-25,0
2007-04-26,0
2007-04-27,0
2007-04-28,0
2007-04-29,0
2007-04-30,0
2007-05-01,0
2007-05-02,0
2007-05-03,0
2007-05-04,0
2007-05-05,0
2007-05-06,0
2007-05-07,0
2007-05-08,0
2007-05-09,0
2007-05-10,0
2007-05-11,0
2007-05-12,0
2007-05-13,0
2007-05-14,0
2007-05-15,0
2007-05-16,0
2007-05-17,0
2007-05-18,0
2007-05-19,0
2007-05-20,0
2007-05-21,0
2007-05-22,0
2007-05-23,0
2007-05-24,0
2007-05-25,0
2007-05-26,0
2007-05-27,0
2007-05-28,0
2007-05-29,0
2007-05-30,0
2007-05-31,0
2007-06-01,0
2007-06-02,0
2007-06-03,0
2007-06-04,0
2007-06-05,0
2007-06-06,0
2007-06-07,0
2007-06-08,0
2007-06-09,0
2007-06-10,0
2007-06-11,0
2007-06-12,0
2007-06-13,0
2007-06-14,0
2007-06-15,0
2007-06-16,0
2007-06-17,0
2007-06-18,0
2007-06-19,0
2007-06-20,0
2007-06-21,0
2007-06-22,0
2007-06-23,0
2007-06-24,0
2007-06-25,0
2007-06-26,0
2007-06-27,0
2007-06-28,0
2007-06-29,0
2007-06-30,0
2007-07-01,0
2007-07-02,0
2007-07-03,0
2007-07-04,0
2007-07-05,0
2007-07-06,0
2007-07-07,0
2007-07-08,0
2007-07-09,0
2007-07-10,0
2007-07-11,0
2007-07-12,0
2007-07-13,0
2007-07-14,0
2007-07-15,0
2007-07-16,0
2007-07-17,0
2007-07-18,0
2007-07-19,0
2007-07-20,0
2007-07-21,0
2007-07-22,0
2007-07-23,0
2007-07-24,0
2007-07-25,0
2007-07-26,0
2007-07-27,0
2007-07-28,0
2007-07-29,0
2007-07-30,0
2007-07-31,0
2007-08-01,0
2007-08-02,0
2007-08-03,0
2007-08-04,0
2007-08-05,0
2007-08-06,0
2007-08-07,0
2007-08-08,0
2007-08-09,0
2007-08-10,0
2007-08-11,0
2007-08-12,0
2007-08-13,0
2007-08-14,0
2007-08-15,0
2007-08-16,0
2007-08-17,0
2007-08-18,0
2007-08-19,0
2007-08-20,0
2007-08-21,0
2007-08-22,0
2007-08-23,0
2007-08-24,0
2007-08-25,0
2007-08-26,0
2007-08-27,0
2007-08-28,0
2007-08-29,0
2007-08-30,0
2007-08-31,0
2007-09-01,0
2007-09-02,0
2007-09-03,0
2007-09-04,0
2007-09-05,0
2007-09-06,0
2007-09-07,0
2007-09-08,0
2007-09-09,0
2007-09-10,0
2007-09-11,0
2007-09-12,0
2007-09-13,0
2007-09-14,0
2007-09-15,0
2007-09-16,0
2007-09-17,0
2007-09-18,0
2007-09-19,0
2007-09-20,0
2007-09-21,0
2007-09-22,0
2007-09-23,0
2007-09-24,0
2007-09-25,0
2007-09-26,0
2007-09-27,0
2007-09-28,0
2007-09-29,0
2007-09-30,0
2007-10-01,0
2007-10-02,0
2007-10-03,0
2007-10-04,0
2007-10-05,0
2007-10-06,0
2007-10-07,0
2007-10-08,0
2007-10-09,0
2007-10-10,0
2007-10-11,0
2007-10-12,0
2007-10-13,0
2007-10-14,0
2007-10-15,0
2007-10-16,0
2007-10-17,0
2007-10-18,0
2007-10-19,0
2007-10-20,0
2007-10-21,0
2007-10-22,0
2007-10-23,0
2007-10-24,0
2007-10-25,0
2007-10-26,0
2007-10-27,0
2007-10-28,0
2007-10-29,0
2007-10-30,0
2007-10-31,0
2007-11-01,0
2007-11-02,0
2007-11-03,0
2007-11-04,0
2007-11-05,0
2007-11-06,0
2007-11-07,0
2007-11-08,0
2007-11-09,0
2007-11-10,0
2007-11-11,0
2007-11-12,0
2007-11-13,0
2007-11-14,0
2007-11-15,0
2007-11-16,0
2007-11-17,0
2007-11-18,0
2007-11-19,0
2007-11-20,0
2007-11-21,0
2007-11-22,0
2007-11-23,0
2007-11-24,0
2007-11-25,0
2007-11-26,0
2007-11-27,0
2007-11-28,0
2007-11-29,0
2007-11-30,0
2007-12-01,0
2007-12-02,2
2007-12-03,4
2007-12-04,6
2007-12-05,8
2007-12-06,10
2007-12-07,12
2007-12-08,15
2007-12-09,17
2007-12-10,19
2007-12-11,21
2007-12-12,23
2007-12-13,25
2007-12-14,28
2007-12-15,30
2007-12-16,32
2007-12-17,34
2007-12-18,36
2007-12-19,38
2007-12-20,41
2007-12-21,43
2007-12-22,45
2007-12-23,47
2007-12-24,49
2007-12-25,51
2007-12-26,54
2007-12-27,56
2007-12-28,58
2007-12-29,60
2007-12-30,62
2007-12-31,64
2008-01-01,67
2008-01-02,66
2008-01-03,66
2008-01-04,66
2008-01-05,65
2008-01-06,65
2008-01-07,65
2008-01-08,64
2008-01-09,64
2008-01-10,64
2008-01-11,64
2008-01-12,63
2008-01-13,63
2008-01-14,63
2008-01-15,62
2008-01-16,62
2008-01-17,62
2008-01-18,62
2008-01-19,61
2008-01-20,61
2008-01-21,61
2008-01-22,60
2008-01-23,60
2008-01-24,60
2008-01-25,60
2008-01-26,59
2008-01-27,59
2008-01-28,59
2008-01-29,58
2008-01-30,58
2008-01-31,58
2008-02-01,58
2008-02-02,58
2008-02-03,58
2008-02-04,58
2008-02-05,58
2008-02-06,58
2008-02-07,58
2008-02-08,58
2008-02-09,58
2008-02-10,58
2008-02-11,58
2008-02-12,58
2008-02-13,58
2008-02-14,58
2008-02-15,58
2008-02-16,58
2008-02-17,58
2008-02-18,58
2008-02-19,58
2008-02-20,58
2008-02-21,58
2008-02-22,58
2008-02-23,58
2008-02-24,58
2008-02-25,58
2008-02-26,58
2008-02-27,58
2008-02-28,58
2008-02-29,58
2008-03-01,58
2008-03-02,58
2008-03-03,58
2008-03-04,58
2008-03-05,58
2008-03-06,58
2008-03-07,58
2008-03-08,58
2008-03-09,58
2008-03-10,58
2008-03-11,58
2008-03-12,58
2008-03-13,58
2008-03-14,58
2008-03-15,58
2008-03-16,58
2008-03-17,58
2008-03-18,58
2008-03-19,58
2008-03-20,58
2008-03-21,58
2008-03-22,58
2008-03-23,58
2008-03-24,58
2008-03-25,58
2008-03-26,58
2008-03-27,58
2008-03-28,58
2008-03-29,58
2008-03-30,58
2008-03-31,58
