Date,Bloomin Brands
2011-10-01,0
2011-10-02,0
2011-10-03,0
2011-10-04,0
2011-10-05,0
2011-10-06,0
2011-10-07,0
2011-10-08,0
2011-10-09,0
2011-10-10,0
2011-10-11,0
2011-10-12,0
2011-10-13,0
2011-10-14,0
2011-10-15,0
2011-10-16,0
2011-10-17,0
2011-10-18,0
2011-10-19,0
2011-10-20,0
2011-10-21,0
2011-10-22,0
2011-10-23,0
2011-10-24,0
2011-10-25,0
2011-10-26,0
2011-10-27,0
2011-10-28,0
2011-10-29,0
2011-10-30,0
2011-10-31,0
2011-11-01,0
2011-11-02,0
2011-11-03,0
2011-11-04,0
2011-11-05,0
2011-11-06,0
2011-11-07,0
2011-11-08,0
2011-11-09,0
2011-11-10,0
2011-11-11,0
2011-11-12,0
2011-11-13,0
2011-11-14,0
2011-11-15,0
2011-11-16,0
2011-11-17,0
2011-11-18,0
2011-11-19,0
2011-11-20,0
2011-11-21,0
2011-11-22,0
2011-11-23,0
2011-11-24,0
2011-11-25,0
2011-11-26,0
2011-11-27,0
2011-11-28,0
2011-11-29,0
2011-11-30,0
2011-12-01,0
2011-12-02,0
2011-12-03,0
2011-12-04,0
2011-12-05,0
2011-12-06,0
2011-12-07,0
2011-12-08,0
2011-12-09,0
2011-12-10,0
2011-12-11,0
2011-12-12,0
2011-12-13,0
2011-12-14,0
2011-12-15,0
2011-12-16,0
2011-12-17,0
2011-12-18,0
2011-12-19,0
2011-12-20,0
2011-12-21,0
2011-12-22,0
2011-12-23,0
2011-12-24,0
2011-12-25,0
2011-12-26,0
2011-12-27,0
2011-12-28,0
2011-12-29,0
2011-12-30,0
2011-12-31,0
2012-01-01,0
2012-01-02,0
2012-01-03,0
2012-01-04,0
2012-01-05,0
2012-01-06,0
2012-01-07,0
2012-01-08,0
2012-01-09,0
2012-01-10,0
2012-01-11,0
2012-01-12,0
2012-01-13,0
2012-01-14,0
2012-01-15,0
2012-01-16,0
2012-01-17,0
2012-01-18,0
2012-01-19,0
2012-01-20,0
2012-01-21,0
2012-01-22,0
2012-01-23,0
2012-01-24,0
2012-01-25,0
2012-01-26,0
2012-01-27,0
2012-01-28,0
2012-01-29,0
2012-01-30,0
2012-01-31,0
2012-02-01,0
2012-02-02,0
2012-02-03,0
2012-02-04,0
2012-02-05,0
2012-02-06,0
2012-02-07,0
2012-02-08,0
2012-02-09,0
2012-02-10,0
2012-02-11,0
2012-02-12,0
2012-02-13,0
2012-02-14,0
2012-02-15,0
2012-02-16,0
2012-02-17,0
2012-02-18,0
2012-02-19,0
2012-02-20,0
2012-02-21,0
2012-02-22,0
2012-02-23,0
2012-02-24,0
2012-02-25,0
2012-02-26,0
2012-02-27,0
2012-02-28,0
2012-02-29,0
2012-03-01,0
2012-03-02,0
2012-03-03,0
2012-03-04,0
2012-03-05,0
2012-03-06,0
2012-03-07,0
2012-03-08,0
2012-03-09,0
2012-03-10,0
2012-03-11,0
2012-03-12,0
2012-03-13,0
2012-03-14,0
2012-03-15,0
2012-03-16,0
2012-03-17,0
2012-03-18,0
2012-03-19,0
2012-03-20,0
2012-03-21,0
2012-03-22,0
2012-03-23,0
2012-03-24,0
2012-03-25,0
2012-03-26,0
2012-03-27,0
2012-03-28,0
2012-03-29,0
2012-03-30,0
2012-03-31,0
2012-04-01,0
2012-04-02,0
2012-04-03,0
2012-04-04,0
2012-04-05,0
2012-04-06,0
2012-04-07,0
2012-04-08,0
2012-04-09,0
2012-04-10,0
2012-04-11,0
2012-04-12,0
2012-04-13,0
2012-04-14,0
2012-04-15,0
2012-04-16,0
2012-04-17,0
2012-04-18,0
2012-04-19,0
2012-04-20,0
2012-04-21,0
2012-04-22,0
2012-04-23,0
2012-04-24,0
2012-04-25,0
2012-04-26,0
2012-04-27,0
2012-04-28,0
2012-04-29,0
2012-04-30,0
2012-05-01,0
2012-05-02,0
2012-05-03,0
2012-05-04,0
2012-05-05,0
2012-05-06,0
2012-05-07,0
2012-05-08,0
2012-05-09,0
2012-05-10,0
2012-05-11,0
2012-05-12,0
2012-05-13,0
2012-05-14,0
2012-05-15,0
2012-05-16,0
2012-05-17,0
2012-05-18,0
2012-05-19,0
2012-05-20,0
2012-05-21,0
2012-05-22,0
2012-05-23,0
2012-05-24,0
2012-05-25,0
2012-05-26,0
2012-05-27,0
2012-05-28,0
2012-05-29,0
2012-05-30,0
2012-05-31,0
2012-06-01,0
2012-06-02,0
2012-06-03,0
2012-06-04,0
2012-06-05,0
2012-06-06,0
2012-06-07,0
2012-06-08,0
2012-06-09,0
2012-06-10,0
2012-06-11,0
2012-06-12,0
2012-06-13,0
2012-06-14,0
2012-06-15,0
2012-06-16,0
2012-06-17,0
2012-06-18,0
2012-06-19,0
2012-06-20,0
2012-06-21,0
2012-06-22,0
2012-06-23,0
2012-06-24,0
2012-06-25,0
2012-06-26,0
2012-06-27,0
2012-06-28,0
2012-06-29,0
2012-06-30,0
2012-07-01,0
2012-07-02,3
2012-07-03,6
2012-07-04,9
2012-07-05,12
2012-07-06,16
2012-07-07,19
2012-07-08,22
2012-07-09,25
2012-07-10,29
2012-07-11,32
2012-07-12,35
2012-07-13,38
2012-07-14,41
2012-07-15,45
2012-07-16,48
2012-07-17,51
2012-07-18,54
2012-07-19,58
2012-07-20,61
2012-07-21,64
2012-07-22,67
2012-07-23,70
2012-07-24,74
2012-07-25,77
2012-07-26,80
2012-07-27,83
2012-07-28,87
2012-07-29,90
2012-07-30,93
2012-07-31,96
2012-08-01,100
2012-08-02,98
2012-08-03,97
2012-08-04,96
2012-08-05,95
2012-08-06,93
2012-08-07,92
2012-08-08,91
2012-08-09,90
2012-08-10,88
2012-08-11,87
2012-08-12,86
2012-08-13,85
2012-08-14,84
2012-08-15,82
2012-08-16,81
2012-08-17,80
2012-08-18,79
2012-08-19,77
2012-08-20,76
2012-08-21,75
2012-08-22,74
2012-08-23,73
2012-08-24,71
2012-08-25,70
2012-08-26,69
2012-08-27,68
2012-08-28,66
2012-08-29,65
2012-08-30,64
2012-08-31,63
2012-09-01,62
2012-09-02,62
2012-09-03,62
2012-09-04,62
2012-09-05,62
2012-09-06,62
2012-09-07,62
2012-09-08,62
2012-09-09,62
2012-09-10,62
2012-09-11,62
2012-09-12,62
2012-09-13,62
2012-09-14,62
2012-09-15,62
2012-09-16,62
2012-09-17,62
2012-09-18,62
2012-09-19,62
2012-09-20,62
2012-09-21,62
2012-09-22,62
2012-09-23,62
2012-09-24,62
2012-09-25,62
2012-09-26,62
2012-09-27,62
2012-09-28,62
2012-09-29,62
2012-09-30,62
2012-10-01,62
2012-10-02,62
2012-10-03,62
2012-10-04,62
2012-10-05,62
2012-10-06,62
2012-10-07,62
2012-10-08,62
2012-10-09,62
2012-10-10,62
2012-10-11,62
2012-10-12,62
2012-10-13,62
2012-10-14,62
2012-10-15,62
2012-10-16,62
2012-10-17,62
2012-10-18,62
2012-10-19,62
2012-10-20,62
2012-10-21,62
2012-10-22,62
2012-10-23,62
2012-10-24,62
2012-10-25,62
2012-10-26,62
2012-10-27,62
2012-10-28,62
2012-10-29,62
2012-10-30,62
2012-10-31,62
2012-11-01,62
2012-11-02,62
2012-11-03,62
2012-11-04,62
2012-11-05,62
2012-11-06,62
2012-11-07,62
2012-11-08,62
2012-11-09,62
2012-11-10,62
2012-11-11,62
2012-11-12,62
2012-11-13,62
2012-11-14,62
2012-11-15,62
2012-11-16,62
2012-11-17,62
